,Symbol,last_check_time,last_price,dividend_Ex_Date,dividend_yield_Rate,record_Date,announcement_Date,indicated_Annual_Dividend,industry,payment_Date,dividend
255,JMM,20240107233000,$5.885,1/11/2024,5.61%,,1/02/2024,0.33,"Trusts, Except Educational, Religious, and Charitable",,
256,JGH,20240107233001,$12.38,1/11/2024,9.94%,,1/02/2024,1.242,Investment Managers,,
257,BST,20240107233003,$33.02,1/11/2024,9.04%,,1/02/2024,3.0,Finance Companies,,
258,GNL,20240107233004,$9.77,1/11/2024,14.48%,,1/02/2024,1.416,Real Estate Investment Trusts,,
259,ACV,20240107233006,$21.32,1/11/2024,10.22%,,11/16/2023,2.16,Finance/Investors Services,,
260,CBH,20240107233007,$8.79,1/11/2024,6.29%,,11/16/2023,0.552,"Trusts, Except Educational, Religious, and Charitable",,
261,TWO,20240107233008,$13.60,1/11/2024,13.03%,,12/18/2023,1.8,Real Estate Investment Trusts,,
262,ACA,20240107233010,$78.46,1/11/2024,0.26%,,12/14/2023,0.2,Metal Fabrications,,
263,ALTG,20240107233011,$11.83,1/11/2024,1.94%,,1/03/2024,2.5,Industrial Machinery/Components,,
264,BSTZ,20240107233013,$16.45,1/11/2024,7.44%,,1/02/2024,1.2325,"Trusts, Except Educational, Religious, and Charitable",,
265,NMCO,20240107233014,$10.03,1/11/2024,5.46%,,1/02/2024,0.546,Finance/Investors Services,,
266,AIO,20240107233016,$17.36,1/11/2024,10.36%,,11/16/2023,1.8,Finance/Investors Services,,
267,BMEZ,20240107233017,$14.77,1/11/2024,7.45%,,1/02/2024,1.0909,"Trusts, Except Educational, Religious, and Charitable",,
268,NDMO,20240107233019,$10.07,1/11/2024,7.42%,,1/02/2024,0.744,"Trusts, Except Educational, Religious, and Charitable",,
269,SOJE,20240107233020,$19.95,1/11/2024,5.27%,,N/A,1.05,Metal Mining,,
270,BCAT,20240107233022,$14.89,1/11/2024,10.32%,,1/02/2024,1.53,Finance/Investors Services,,
271,PDO,20240107233024,$12.36,1/11/2024,12.15%,,1/02/2024,1.5348,"Trusts, Except Educational, Religious, and Charitable",,
272,BWSN,20240107233025,$19.95,1/11/2024,10.17%,,N/A,2.0312,Building Products,,
273,BIGZ,20240107233026,$7.12,1/11/2024,7.58%,,1/02/2024,0.5366,N/A,,
274,NPCT,20240107233028,$10.145,1/11/2024,9.81%,,1/02/2024,0.996,Investment Managers,,
275,BEPH,20240107233029,$15.84,1/11/2024,7.3%,,N/A,1.1562,N/A,,
276,HCXY,20240107233031,$25.20,1/11/2024,6.16%,,N/A,1.5625,Investment Managers,,
277,ECAT,20240107233032,$16.18,1/11/2024,9.25%,,1/02/2024,1.8,"Trusts, Except Educational, Religious, and Charitable",,
278,GUG,20240107233034,$14.58,1/11/2024,9.78%,,1/02/2024,1.425,"Trusts, Except Educational, Religious, and Charitable",,
279,BEPI,20240107233035,$16.34,1/11/2024,7.52%,,N/A,1.2188,N/A,,
280,NPFD,20240107233037,$16.44,1/11/2024,6.82%,,1/02/2024,1.122,"Trusts, Except Educational, Religious, and Charitable",,
281,PAXS,20240107233038,$14.52,1/11/2024,12.23%,,1/02/2024,1.7928,Investment Managers,,
282,BMN,20240107233040,$23.88,1/11/2024,4.73%,,11/14/2023,1.125,"Trusts, Except Educational, Religious, and Charitable",,
283,VTMX,20240107233041,$37.62,1/11/2024,0.47%,,9/29/2023,0.1716,N/A,,
284,CWPS,20240107233043,$27.25,1/11/2024,14.61%,,1/01/2024,3.78,N/A,,
285,CHBH,20240107233045,$45.05,1/11/2024,5.06%,,12/12/2023,2.28,N/A,,
286,WELPM,20240107233046,$105.00,1/11/2024,5.71%,,10/19/2023,6.0,N/A,,
287,CMTV,20240107233047,$18.00,1/11/2024,5.11%,,12/20/2023,0.92,N/A,,
288,CBAF,20240107233049,$23.91,1/11/2024,3.51%,,12/19/2023,0.84,N/A,,
289,SSEZY,20240107233050,$23.72,1/11/2024,6.66%,,N/A,0.4638,N/A,,
290,SPPJY,20240107233052,$2.3873,1/11/2024,4.99%,,N/A,0.1215,N/A,,
291,BPOPO,20240107233053,$24.25,1/11/2024,6.46%,,1/04/2024,1.5937,N/A,,
292,CSKL,20240107233055,$18.50,1/11/2024,2.59%,,12/19/2023,0.48,N/A,,
293,ASHTY,20240107233056,$271.75,1/11/2024,2.53%,,N/A,1.16,N/A,,
294,CGAAY,20240107233058,$1.87,1/11/2024,N/A,,N/A,0.8226,N/A,,
295,SGPYY,20240107233059,$58.635,1/11/2024,0.95%,,N/A,1.1951,N/A,,
296,PPRUY,20240107233101,$41.45,1/11/2024,4.96%,,N/A,0.9929,N/A,,
297,ABBV,20240107233103,$161.46,1/12/2024,3.65%,,10/27/2023,6.2,Biotechnology: Pharmaceutical Preparations,,
298,OZK,20240107233104,$48.70,1/12/2024,3.04%,,1/02/2024,1.48,Major Banks,,
299,CFBK,20240107233106,$20.01,1/12/2024,1.2%,,1/03/2024,0.24,Major Banks,,
300,GEHC,20240107233107,$76.57,1/12/2024,0.16%,,12/08/2023,0.12,Computer Software: Prepackaged Software,,
301,NEWTZ,20240107233108,$23.83,1/12/2024,5.77%,,1/03/2024,1.375,Major Banks,,
302,NEWTL,20240107233110,$24.98,1/12/2024,5.75%,,1/03/2024,1.4375,Major Banks,,
303,PECO,20240107233111,$35.92,1/12/2024,3.26%,,11/07/2023,1.17,Real Estate Investment Trusts,,
304,CRF,20240107233113,$7.10,1/12/2024,19.83%,,11/03/2023,1.2444,Finance/Investors Services,,
305,CLM,20240107233114,$7.22,1/12/2024,20.47%,,11/03/2023,1.3032,Finance/Investors Services,,
306,DMF,20240107233205,$6.54,1/12/2024,2.75%,,12/28/2023,0.18,Finance/Investors Services,,
307,EAD,20240107233206,$6.60,1/12/2024,9.41%,,12/29/2023,0.6198,Finance/Investors Services,,
308,ERC,20240107233208,$9.42,1/12/2024,8.25%,,12/29/2023,0.7805,Finance/Investors Services,,
309,NHS,20240107233209,$7.86,1/12/2024,13.78%,,12/29/2023,1.086,"Trusts, Except Educational, Religious, and Charitable",,
310,NRO,20240107233211,$3.23,1/12/2024,11.63%,,12/29/2023,0.3744,Finance/Investors Services,,
311,ERH,20240107233212,$9.30,1/12/2024,8.43%,,12/29/2023,0.7808,Finance/Investors Services,,
312,NML,20240107233213,$6.88,1/12/2024,10.11%,,12/29/2023,0.7008,Finance/Investors Services,,
313,HRL,20240107233215,$32.32,1/12/2024,3.42%,,11/20/2023,1.13,Meat/Poultry/Fish,,
314,PNC,20240107233216,$152.53,1/12/2024,3.97%,,1/04/2024,6.2,Major Banks,,
315,SBR,20240107233218,$69.05,1/12/2024,20.95%,,1/05/2024,5.2459,Oil & Gas Production,,
316,DTF,20240107233219,$10.80,1/12/2024,3.61%,,12/14/2023,0.39,Investment Managers,,
317,ALG,20240107233221,$201.29,1/12/2024,0.44%,,1/02/2024,1.04,Industrial Machinery/Components,,
318,BFS,20240107233222,$39.33,1/12/2024,6%,,12/07/2023,2.36,Real Estate Investment Trusts,,
319,EME,20240107233224,$211.13,1/12/2024,0.34%,,1/04/2024,0.72,Engineering & Construction,,
320,PNNT,20240107233225,$7.06,1/12/2024,11.78%,,1/03/2024,0.84,Finance/Investors Services,,
321,RMM,20240107233226,$14.46,1/12/2024,7.54%,,1/02/2024,1.0992,"Trusts, Except Educational, Religious, and Charitable",,
322,LEO,20240107233228,$5.92,1/12/2024,3.84%,,12/28/2023,0.228,"Trusts, Except Educational, Religious, and Charitable",,
323,DSM,20240107233230,$5.73,1/12/2024,3.78%,,12/28/2023,0.216,Investment Managers,,
324,PFLT,20240107233231,$12.40,1/12/2024,9.87%,,1/03/2024,1.23,Finance/Investors Services,,
325,MMD,20240107233233,$16.52,1/12/2024,4.4%,,1/02/2024,0.72,Investment Managers,,
326,ABBV,20240107233235,$161.46,1/12/2024,3.65%,,10/27/2023,6.2,Biotechnology: Pharmaceutical Preparations,,
327,ARR,20240107233236,$18.49,1/12/2024,25.32%,,12/14/2023,2.88,Real Estate Investment Trusts,,
328,RIV,20240107233237,$11.08,1/12/2024,13.72%,,1/02/2024,1.5468,Finance Companies,,
329,OPP,20240107233239,$8.61,1/12/2024,14.16%,,1/02/2024,1.2036,Finance/Investors Services,,
330,RSF,20240107233240,$15.795,1/12/2024,10.81%,,1/02/2024,1.6776,Investment Managers,,
331,XFLT,20240107233242,$7.25,1/12/2024,14.13%,,1/02/2024,1.02,Investment Managers,,
332,CEPU,20240107233243,$8.67,1/12/2024,3.24%,,1/03/2024,0.1929,Electric Utilities: Central,,
333,RMI,20240107233244,$15.84,1/12/2024,7.42%,,1/02/2024,1.158,Finance/Investors Services,,
334,RFM,20240107233246,$15.66,1/12/2024,7.52%,,1/02/2024,1.1448,Finance/Investors Services,,
335,RFMZ,20240107233247,$13.41,1/12/2024,7.71%,,1/02/2024,1.0392,"Trusts, Except Educational, Religious, and Charitable",,
336,NBXG,20240107233249,$10.69,1/12/2024,11.17%,,12/29/2023,1.2,"Trusts, Except Educational, Religious, and Charitable",,
337,RMMZ,20240107233250,$15.92,1/12/2024,7.4%,,1/02/2024,1.1688,Investment Managers,,
338,LTSA,20240107233252,$14.70,1/12/2024,13.61%,,1/02/2024,2.0,N/A,,
339,ADOOY,20240107233253,$8.32,1/12/2024,N/A,,N/A,1.059,N/A,,
340,KISB,20240107233255,$32.00,1/12/2024,4.62%,,1/02/2024,1.48,N/A,,
341,SLVYY,20240107233256,$13.90,1/12/2024,N/A,,N/A,0.1741,N/A,,
342,DCOM,20240107233258,$25.94,1/16/2024,3.86%,,12/19/2023,1.0,Major Banks,,
343,FHN^B,20240107233300,$23.45,1/16/2024,7.1%,,10/24/2023,1.6562,N/A,,
344,FHN^C,20240107233301,$23.70,1/16/2024,7.01%,,10/24/2023,1.65,N/A,,
345,GWRS,20240107233303,$12.88,1/16/2024,2.34%,,12/28/2023,0.30096,Water Supply,,
346,MGRC,20240107233304,$114.12,1/16/2024,1.63%,,12/07/2023,1.86,Diversified Commercial Services,,
347,OXLCP,20240107233306,$23.0347,1/16/2024,6.78%,,10/26/2023,1.5625,Investment Managers,,
348,OXLCM,20240107233308,$25.025,1/16/2024,6.74%,,10/26/2023,1.6875,Investment Managers,,
349,OXLCN,20240107233309,$23.6506,1/16/2024,7.53%,,10/26/2023,1.78125,Investment Managers,,
350,OXLC,20240107233311,$5.04,1/16/2024,19.05%,,10/26/2023,0.96,Investment Managers,,
351,OXLCO,20240107233312,$22.05,1/16/2024,6.8%,,10/26/2023,1.5,Investment Managers,,
352,OXSQ,20240107233314,$2.93,1/16/2024,14.33%,,11/02/2023,0.42,Blank Checks,,
353,RGCO,20240107233315,$19.05,1/16/2024,4.15%,,11/27/2023,0.79,Oil & Gas Production,,
354,VKI,20240107233316,$8.46,1/16/2024,4.39%,,1/02/2024,0.3708,Finance Companies,,
355,GGN,20240107233318,$3.74,1/16/2024,9.57%,,11/16/2023,0.36,Finance/Investors Services,,
356,GLU,20240107233319,$13.15,1/16/2024,9.08%,,11/16/2023,1.2,Finance/Investors Services,,
357,VBF,20240107233410,$15.35,1/16/2024,7.69%,,1/02/2024,0.78,"Trusts, Except Educational, Religious, and Charitable",,
358,WSO.B,20240107233411,N/A,1/16/2024,2.52%,,N/A,9.8,N/A,,
359,KWR,20240107233413,$198.96,1/16/2024,0.92%,,11/15/2023,1.82,Major Chemicals,,
360,SOR,20240107233414,$40.00,1/16/2024,6.17%,,12/07/2023,2.4996,Investment Managers,,
361,MXF,20240107233416,$18.46,1/16/2024,4.24%,,12/14/2023,0.88,"Trusts, Except Educational, Religious, and Charitable",,
362,WSO,20240107233417,$412.70,1/16/2024,2.41%,,1/02/2024,9.8,Industrial Machinery/Components,,
363,MFM,20240107233418,$5.20,1/16/2024,4.07%,,1/02/2024,0.222,Finance Companies,,
364,MMT,20240107233420,$4.59,1/16/2024,8.41%,,1/02/2024,0.4033,"Trusts, Except Educational, Religious, and Charitable",,
365,CMU,20240107233421,$3.30,1/16/2024,4.01%,,1/02/2024,0.138,Investment Managers,,
366,MGF,20240107233423,$3.22,1/16/2024,7.4%,,1/02/2024,0.2447,"Trusts, Except Educational, Religious, and Charitable",,
367,MIN,20240107233424,$2.77,1/16/2024,8.71%,,1/02/2024,0.2468,"Trusts, Except Educational, Religious, and Charitable",,
368,CIF,20240107233426,$1.72,1/16/2024,9.84%,,1/02/2024,0.177,"Trusts, Except Educational, Religious, and Charitable",,
369,OIA,20240107233427,$6.62,1/16/2024,4.87%,,1/02/2024,0.318,Finance Companies,,
370,CXE,20240107233429,$3.57,1/16/2024,4.21%,,1/02/2024,0.156,Investment Managers,,
371,VLT,20240107233430,$10.40,1/16/2024,11.17%,,1/02/2024,1.1568,"Trusts, Except Educational, Religious, and Charitable",,
372,CXH,20240107233432,$7.5608,1/16/2024,3.5%,,1/02/2024,0.27,Investment Managers,,
373,MCR,20240107233433,$6.44,1/16/2024,8.15%,,1/02/2024,0.5502,"Trusts, Except Educational, Religious, and Charitable",,
374,EOG,20240107233434,$121.02,1/16/2024,3.07%,,11/02/2023,3.64,Oil & Gas Production,,
375,MFV,20240107233436,$4.09,1/16/2024,10.31%,,1/02/2024,0.4382,"Trusts, Except Educational, Religious, and Charitable",,
376,VKQ,20240107233437,$9.51,1/16/2024,4.37%,,1/02/2024,0.4152,"Trusts, Except Educational, Religious, and Charitable",,
377,VGM,20240107233439,$9.81,1/16/2024,4.2%,,1/02/2024,0.4104,"Trusts, Except Educational, Religious, and Charitable",,
378,VTN,20240107233440,$10.47,1/16/2024,3.66%,,1/02/2024,0.384,Finance Companies,,
379,VMO,20240107233442,$9.61,1/16/2024,4.25%,,1/02/2024,0.408,"Trusts, Except Educational, Religious, and Charitable",,
380,IQI,20240107233443,$9.53,1/16/2024,4.52%,,1/02/2024,0.4296,Finance Companies,,
381,IIM,20240107233445,$11.75,1/16/2024,4.51%,,1/02/2024,0.5292,Investment Managers,,
382,VCV,20240107233446,$9.81,1/16/2024,3.92%,,1/02/2024,0.384,"Trusts, Except Educational, Religious, and Charitable",,
383,VPV,20240107233447,$10.13,1/16/2024,3.29%,,1/02/2024,0.3336,"Trusts, Except Educational, Religious, and Charitable",,
384,RFI,20240107233449,$11.78,1/16/2024,8.2%,,12/12/2023,0.96,Investment Managers,,
385,DGX,20240107233450,$140.56,1/16/2024,2%,,11/13/2023,2.84,Medical Specialities,,
386,VVR,20240107233452,$4.13,1/16/2024,12.49%,,1/02/2024,0.516,"Trusts, Except Educational, Religious, and Charitable",,
387,GUT,20240107233453,$5.51,1/16/2024,10.89%,,11/16/2023,0.6,"Trusts, Except Educational, Religious, and Charitable",,
388,RQI,20240107233454,$12.36,1/16/2024,7.86%,,12/12/2023,0.96,"Trusts, Except Educational, Religious, and Charitable",,
389,RNP,20240107233456,$20.30,1/16/2024,7.99%,,12/12/2023,1.632,Investment Managers,,
390,GDV,20240107233457,$21.46,1/16/2024,6.26%,,11/16/2023,1.32,Investment Managers,,
391,UTF,20240107233459,$21.45,1/16/2024,8.55%,,12/12/2023,1.86,Finance Companies,,
392,FOF,20240107233500,$11.23,1/16/2024,9.37%,,12/12/2023,1.044,Investment Managers,,
393,DDT,20240107233502,$25.80,1/16/2024,7.23%,,12/04/2023,1.875,Department/Specialty Retail Stores,,
394,SRV,20240107233503,$34.42,1/16/2024,15.64%,,12/04/2023,5.4,Finance Companies,,
395,PSF,20240107233505,$19.22,1/16/2024,7.83%,,12/12/2023,1.512,Investment Managers,,
396,GNT,20240107233506,$5.33,1/16/2024,6.73%,,11/16/2023,0.36,Finance/Investors Services,,
397,LDP,20240107233508,$18.67,1/16/2024,8.38%,,12/12/2023,1.572,Finance Companies,,
398,NXG,20240107233509,$36.13,1/16/2024,17.93%,,12/04/2023,6.48,N/A,,
399,TBB,20240107233511,$23.98,1/16/2024,5.59%,,N/A,1.3375,Telecommunications Equipment,,
400,IHTA,20240107233512,$6.955,1/16/2024,5.67%,,1/02/2024,0.396,Finance/Investors Services,,
401,FINS,20240107233514,$11.87,1/16/2024,10.96%,,1/02/2024,1.308,Finance/Investors Services,,
402,GFL,20240107233515,$32.54,1/16/2024,0.16%,,1/04/2024,0.052,Environmental Services,,
403,TBC,20240107233517,$24.95,1/16/2024,5.63%,,N/A,1.4062,Telecommunications Equipment,,
404,PTA,20240107233518,$18.44,1/16/2024,8.66%,,12/12/2023,1.608,"Trusts, Except Educational, Religious, and Charitable",,
405,RLTY,20240107233520,$14.05,1/16/2024,9.44%,,12/12/2023,1.32,Investment Managers,,
406,MNSAF,20240107233521,$0.428,1/16/2024,16.36%,,3/31/2023,0.0648,N/A,,
407,AMADY,20240107233522,$69.79,1/16/2024,1.72%,,N/A,0.6846,N/A,,
408,FUNC,20240107233613,$23.70,1/17/2024,3.38%,,11/29/2023,0.8,Major Banks,,
409,HRZN,20240107233614,$13.61,1/17/2024,9.7%,,10/27/2023,1.32,Finance/Investors Services,,
410,CIK,20240107233616,$3.02,1/17/2024,9.03%,,1/02/2024,0.27,Finance/Investors Services,,
411,DHY,20240107233617,$2.00,1/17/2024,9.21%,,1/02/2024,0.186,Finance/Investors Services,,
412,ACN,20240107233619,$337.09,1/17/2024,1.53%,,11/15/2023,5.16,Business Services,,
413,CMC,20240107233620,$48.29,1/17/2024,1.33%,,1/04/2024,0.64,Steel/Iron Ore,,
414,CODI,20240107233622,$22.12,1/17/2024,4.52%,,1/04/2024,1.0,Home Furnishings,,
415,DBL,20240107233623,$15.40,1/17/2024,8.56%,,1/02/2024,1.32,N/A,,
416,DSL,20240107233625,$12.09,1/17/2024,10.78%,,1/02/2024,1.32,"Trusts, Except Educational, Religious, and Charitable",,
417,DLY,20240107233626,$15.01,1/17/2024,9.63%,,1/02/2024,1.4004,Investment Managers,,
418,MSSEL,20240107233628,$70.00,1/17/2024,6.34%,,11/09/2023,4.44,N/A,,
419,FRFHF,20240107233629,$928.31,1/17/2024,1.04%,,1/03/2024,15.0,N/A,,
420,CBRL,20240107233633,$74.67,1/18/2024,6.96%,,11/16/2023,5.2,Restaurants,,
421,PDCO,20240107233634,$28.83,1/18/2024,3.61%,,12/05/2023,1.04,Medical Specialities,,
422,RVTY,20240107233636,$107.72,1/18/2024,0.26%,,10/26/2023,0.28,Biotechnology: Laboratory Analytical Instruments,,
423,WDFC,20240107233637,$234.14,1/18/2024,1.42%,,12/12/2023,3.32,Major Chemicals,,
424,FRD,20240107233639,$15.52,1/18/2024,0.51%,,12/13/2023,0.08,Steel/Iron Ore,,
425,FTF,20240107233640,$6.45,1/18/2024,10.88%,,12/18/2023,0.738,Finance/Investors Services,,
426,RVTY,20240107233641,$107.72,1/18/2024,0.26%,,10/26/2023,0.28,Biotechnology: Laboratory Analytical Instruments,,
427,GD,20240107233643,$256.18,1/18/2024,2.08%,,12/06/2023,5.28,Marine Transportation,,
428,OXM,20240107233644,$97.61,1/18/2024,2.68%,,12/06/2023,2.6,Apparel,,
429,PGR,20240107233646,$163.00,1/18/2024,0.25%,,12/01/2023,0.75,Property-Casualty Insurers,,
430,PGR,20240107233647,$163.00,1/18/2024,0.25%,,12/01/2023,0.75,Property-Casualty Insurers,,
431,RPM,20240107233648,$103.91,1/18/2024,1.76%,,1/03/2024,1.84,Paints/Coatings,,
432,WSM,20240107233649,$195.19,1/18/2024,1.84%,,12/14/2023,3.6,Home Furnishings,,
433,SM,20240107233651,$38.27,1/18/2024,1.57%,,12/28/2023,0.72,Oil & Gas Production,,
434,TEI,20240107233652,$5.07,1/18/2024,10.87%,,12/18/2023,0.57,Finance Companies,,
435,AKO.A,20240107233654,N/A,1/18/2024,11.07%,,N/A,1.206,N/A,,
436,AKO.B,20240107233655,N/A,1/18/2024,10.43%,,N/A,1.3266,N/A,,
437,CCIF,20240107233657,$8.14,1/18/2024,14.8%,,11/29/2023,1.1928,Finance/Investors Services,,
438,PNR,20240107233658,$68.93,1/18/2024,1.28%,,12/11/2023,0.92,Industrial Machinery/Components,,
439,ZTS,20240107233659,$194.04,1/18/2024,0.77%,,12/07/2023,1.728,Biotechnology: Pharmaceutical Preparations,,
440,DMB,20240107233701,$10.345,1/18/2024,3.48%,,1/03/2024,0.36,"Trusts, Except Educational, Religious, and Charitable",,
441,NVT,20240107233702,$56.28,1/18/2024,1.24%,,12/12/2023,0.76,Industrial Machinery/Components,,
442,PPWLO,20240107233703,$100.00,1/18/2024,6%,,12/15/2023,6.0,N/A,,
443,PPWLM,20240107233705,$118.35,1/18/2024,5.91%,,12/15/2023,7.0,N/A,,
444,TBLMY,20240107233706,$10.80,1/18/2024,2.21%,,N/A,0.5476,N/A,,
445,DPMAY,20240107233708,$171.56,1/18/2024,N/A,,N/A,1.9578,N/A,,
446,CMPGY,20240107233709,$27.40,1/18/2024,1.21%,,N/A,0.6746,N/A,,
447,APA,20240107233711,$34.05,1/19/2024,2.94%,,12/12/2023,1.0,Oil & Gas Production,,
448,CAT,20240107233712,$286.10,1/19/2024,1.8%,,12/13/2023,5.2,Construction/Ag Equipment/Trucks,,
449,CVS,20240107233714,$80.51,1/19/2024,2.97%,,12/05/2023,2.66,Retail-Drug Stores and Proprietary Stores,,
450,GGG,20240107233715,$83.37,1/19/2024,1.13%,,12/01/2023,1.02,Fluid Controls,,
451,PCF,20240107233717,$6.41,1/19/2024,11.29%,,1/04/2024,0.7464,"Trusts, Except Educational, Religious, and Charitable",,
452,SPE,20240107233718,$11.93,1/19/2024,8.71%,,1/03/2024,1.1448,Finance/Investors Services,,
453,CMRE,20240107233719,$11.12,1/19/2024,4.05%,,1/02/2024,0.46,Marine Transportation,,
454,FNWD,20240107233721,$24.75,1/22/2024,5.01%,,12/22/2023,1.24,Savings Institutions,,
455,EIM,20240107233723,$10.18,1/22/2024,3.96%,,1/02/2024,0.5616,Finance/Investors Services,,
456,ENX,20240107233724,$9.63,1/22/2024,3.7%,,1/02/2024,0.4728,Finance/Investors Services,,
457,EVM,20240107233726,$9.28,1/22/2024,3.78%,,1/02/2024,0.4596,Finance/Investors Services,,
458,LTC,20240107233727,$32.13,1/22/2024,7.18%,,1/02/2024,2.28,Real Estate Investment Trusts,,
459,AGX,20240107233817,$46.82,1/22/2024,2.61%,,12/14/2023,1.2,Engineering & Construction,,
460,EVT,20240107233819,$22.01,1/22/2024,8.07%,,1/02/2024,1.7856,Finance Companies,,
461,ETG,20240107233820,$16.82,1/22/2024,7.12%,,1/02/2024,1.2012,Investment Managers,,
462,ETO,20240107233822,$23.31,1/22/2024,7.08%,,1/02/2024,1.6488,Investment Managers,,
463,EOI,20240107233823,$16.10,1/22/2024,8.19%,,1/02/2024,1.314,Finance/Investors Services,,
464,EOS,20240107233825,$18.28,1/22/2024,7.6%,,1/02/2024,1.3824,"Trusts, Except Educational, Religious, and Charitable",,
465,EVG,20240107233826,$10.44,1/22/2024,8.83%,,1/02/2024,0.9432,Investment Managers,,
466,ETB,20240107233828,$12.78,1/22/2024,8.79%,,1/02/2024,1.1184,Investment Managers,,
467,ETW,20240107233829,$7.70,1/22/2024,9.06%,,1/02/2024,0.6984,Investment Bankers/Brokers/Service,,
468,BGH,20240107233831,$13.57,1/22/2024,9.28%,,11/15/2023,1.2672,Investment Managers,,
469,ETY,20240107233832,$11.97,1/22/2024,8.15%,,1/02/2024,0.966,Finance Companies,,
470,ETJ,20240107233834,$7.73,1/22/2024,8.99%,,1/02/2024,0.6948,Finance Companies,,
471,EOT,20240107233835,$16.79,1/22/2024,4.48%,,1/02/2024,0.75,Investment Managers,,
472,ETV,20240107233836,$12.18,1/22/2024,9.31%,,1/02/2024,1.1388,Investment Managers,,
473,ETX,20240107233838,$17.58,1/22/2024,3.98%,,1/02/2024,0.9384,Investment Bankers/Brokers/Service,,
474,EXG,20240107233840,$7.66,1/22/2024,8.65%,,1/02/2024,0.6636,Finance Companies,,
475,DELL,20240107233841,$75.97,1/22/2024,1.95%,,12/05/2023,1.48,Computer Manufacturing,,
476,ENLAY,20240107233842,$7.285,1/22/2024,3.2%,,N/A,0.2499,N/A,,
477,DNUT,20240107233844,$14.32,1/23/2024,0.98%,,12/04/2023,0.14,Food Chains,,
478,OCCIN,20240107233845,$22.36,1/23/2024,5.87%,,6/01/2023,1.3125,"Trusts, Except Educational, Religious, and Charitable",,
479,OCCIO,20240107233847,$23.90,1/23/2024,6.41%,,6/01/2023,1.53125,"Trusts, Except Educational, Religious, and Charitable",,
480,OCCI,20240107233848,$6.66,1/23/2024,36.04%,,11/28/2023,2.4,"Trusts, Except Educational, Religious, and Charitable",,
481,VFL,20240107233850,$10.31,1/23/2024,3.81%,,12/14/2023,0.45,Finance/Investors Services,,
482,CLX,20240107233851,$142.45,1/23/2024,3.4%,,11/14/2023,4.8,Specialty Chemicals,,
483,LOW,20240107233852,$211.22,1/23/2024,2.07%,,11/10/2023,4.4,RETAIL: Building Materials,,
484,STEW,20240107233854,$13.91,1/23/2024,3.58%,,11/07/2023,0.55,Investment Managers,,
485,PAI,20240107233855,$12.05,1/23/2024,4.83%,,11/21/2023,0.582,"Trusts, Except Educational, Religious, and Charitable",,
486,PPT,20240107233857,$3.64,1/23/2024,8.64%,,11/17/2023,0.312,Finance Companies,,
487,PIM,20240107233858,$3.22,1/23/2024,8.2%,,11/17/2023,0.264,Finance Companies,,
488,MHF,20240107233900,$6.4673,1/23/2024,4.09%,,11/14/2023,0.264,Finance/Investors Services,,
489,PMM,20240107233901,$6.10,1/23/2024,4.68%,,11/17/2023,0.2856,Investment Managers,,
490,PFD,20240107233903,$9.96,1/23/2024,6.57%,,12/11/2023,0.66,Investment Managers,,
491,SBI,20240107233905,$7.80,1/23/2024,4.78%,,11/14/2023,0.372,Finance/Investors Services,,
492,PFO,20240107233906,$8.10,1/23/2024,6.68%,,12/11/2023,0.54,Finance Companies,,
493,MMU,20240107233908,$10.17,1/23/2024,4.92%,,11/14/2023,0.498,Investment Managers,,
494,PMO,20240107233909,$10.2766,1/23/2024,4.1%,,11/17/2023,0.42,Finance Companies,,
495,HIO,20240107233911,$3.95,1/23/2024,10.84%,,11/14/2023,0.426,Finance/Investors Services,,
496,HIX,20240107233912,$4.95,1/23/2024,11.91%,,11/14/2023,0.588,Finance/Investors Services,,
497,WEA,20240107233914,$10.87,1/23/2024,7.58%,,11/21/2023,0.84,"Trusts, Except Educational, Religious, and Charitable",,
498,EHI,20240107233915,$7.28,1/23/2024,11.07%,,11/14/2023,0.804,Investment Managers,,
499,FLC,20240107233917,$14.62,1/23/2024,6.87%,,12/11/2023,1.002,"Trusts, Except Educational, Religious, and Charitable",,
500,WIA,20240107233918,$8.15,1/23/2024,7.37%,,11/21/2023,0.6,"Trusts, Except Educational, Religious, and Charitable",,
501,EMD,20240107233920,$9.14,1/23/2024,11.09%,,11/14/2023,1.014,Finance/Investors Services,,
502,SCD,20240107233921,$13.86,1/23/2024,9.79%,,11/14/2023,1.356,"Trusts, Except Educational, Religious, and Charitable",,
503,WIW,20240107233922,$8.65,1/23/2024,8.38%,,11/21/2023,0.726,Finance Companies,,
504,FFC,20240107233924,$13.98,1/23/2024,7%,,12/11/2023,0.978,"Trusts, Except Educational, Religious, and Charitable",,
505,DFP,20240107233925,$18.02,1/23/2024,6.93%,,12/11/2023,1.248,Investment Managers,,
506,IGI,20240107233927,$17.33,1/23/2024,4.83%,,11/14/2023,0.834,Investment Managers,,
507,GDO,20240107233928,$12.82,1/23/2024,9.56%,,11/14/2023,1.224,Finance Companies,,
508,DMO,20240107233930,$11.10,1/23/2024,13.04%,,11/14/2023,1.44,"Trusts, Except Educational, Religious, and Charitable",,
509,HYI,20240107233931,$12.14,1/23/2024,9.4%,,11/14/2023,1.14,Investment Managers,,
510,BWG,20240107234022,$8.25,1/23/2024,11.58%,,11/14/2023,0.96,Finance/Investors Services,,
